UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,Name_Norm
2000217564,     , Álex Yang                             , 3/6/2005 (17 years old)   , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Right Only     , Very Strong   , Weak          , D (RC)                         , 182 cm , 71 kg  ,17, 鈧?6K - 鈧?60K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Full-Back               , Defend    , D (R)    ,13,1,11,11,10,3,9,3,2,8,6,4,6,12,6,7,2,1,7,5,2,1,6,11,1,4,7,5,7,11,4,1,9,9,1,11,2,3,3,5,5,12,8,6,2,5,8, Alex Yang                             
2000217580,     , Izan Sarmiento                        , 2/3/2005 (17 years old)   , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Right          , Very Strong   , Weak          , M/AM (R)                       , 170 cm , 60 kg  ,17, 鈧? - 鈧?5K       ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Winger                  , Support   , AM (R)   ,8,2,6,12,9,8,6,1,3,8,8,6,11,10,3,8,3,4,15,8,7,3,6,5,3,2,6,7,7,12,10,1,11,12,3,7,2,2,3,12,2,8,8,10,3,8,9, Izan Sarmiento                        
2000127057,     , Jaime Alcolado                        , 10/9/2003 (18 years old)  , ESP , Spanish First Division                             , Vallecano                        , Spain (First Division)               , Left Only      , Weak          , Very Strong   , D (C)                          , 193 cm , 79 kg  ,18, 鈧?5K - 鈧?10K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Central Defender        , Defend    , D (C)    ,11,1,8,10,10,7,8,3,3,7,7,2,2,14,5,1,3,3,7,5,1,2,14,13,2,8,3,3,10,15,4,1,12,6,2,14,2,2,1,6,5,13,6,6,1,1,4, Jaime Alcolado                        
2000217697,     , Oriol Comas                           , 27/12/2003 (18 years old) , ESP , Spanish First Division                             , Girona                           , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     , D (C)                          , 188 cm , 77 kg  ,18, 鈧?70K - 鈧?00K   ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Central Defender        , Cover     , D (C)    ,8,2,8,12,9,9,9,2,2,5,11,5,4,15,15,1,2,2,7,5,1,3,13,10,1,5,4,5,15,16,6,3,11,6,4,12,2,4,1,8,7,14,8,8,3,8,9, Oriol Comas                           
2000218277,     , Santos                                , 7/7/2005 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , ST (C)                         , 175 cm , 67 kg  ,16, 鈧?0K - 鈧?80K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Poacher                 , Attack    , ST (C)   ,10,2,5,9,12,6,3,2,3,8,3,5,2,7,10,8,1,13,13,8,5,3,12,10,2,8,6,1,4,14,5,3,10,6,8,2,1,2,3,5,12,2,5,8,3,5,6, Santos                                
2000130568,     , Javier Boñar                          , 3/6/2005 (17 years old)   , ESP , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          ," D (C), DM                      ", 183 cm , 72 kg  ,17, 鈧?8K - 鈧?75K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Central Defender        , Defend    , D (C)    ,8,3,5,8,7,8,8,1,1,8,5,3,2,14,13,2,2,5,5,5,6,2,13,13,3,6,6,1,9,14,7,4,7,9,6,14,1,4,3,10,5,13,7,7,1,7,12, Javier Bonar                          
2000218422,     , Asier                                 , 4/3/2005 (17 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 181 cm , 69 kg  ,17, 鈧? - 鈧?5K       ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Defender        , Cover     , D (C)    ,13,2,12,9,5,7,8,3,1,5,11,2,1,14,11,3,3,2,7,5,1,1,10,10,1,4,1,1,14,12,6,3,12,4,3,9,3,2,2,8,6,8,6,5,2,3,7, Asier                                 
2000218427,     , Axel                                  , 18/2/2005 (17 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   , D (C)                          , 180 cm , 70 kg  ,17, 鈧?K - 鈧?0K      ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , No-Nonsense Centre-Back , Cover     , D (C)    ,12,1,8,13,10,5,8,3,1,5,5,1,1,8,13,2,3,1,8,5,1,2,8,9,3,8,1,1,12,15,3,2,12,9,4,12,2,1,1,5,3,12,4,3,2,9,5, Axel                                  
2000220036,     , Jacobo                                , 26/5/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , ST (C)                         , 185 cm , 71 kg  ,16, 鈧?5K - 鈧?75K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Poacher                 , Attack    , ST (C)   ,12,3,10,7,8,5,4,3,3,10,5,4,4,10,12,11,3,12,9,9,4,4,9,9,3,1,5,1,1,14,12,1,11,5,9,3,1,1,4,5,8,1,4,8,3,4,5, Jacobo                                
2000220048,     , Chema                                 , 25/4/2005 (17 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          ," DM, M (C)                      ", 185 cm , 73 kg  ,17, 鈧?2K - 鈧?20K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Central Midfielder      , Support   , M (C)    ,5,1,10,8,7,7,6,2,1,8,8,5,3,13,10,5,1,5,14,5,6,2,6,12,4,3,14,6,7,10,6,1,8,13,4,6,4,3,2,7,5,13,7,9,3,11,10, Chema                                 
2000220094,     , Joan                                  , 26/8/2005 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , M/AM (L)                       , 176 cm , 60 kg  ,16, 鈧?5K - 鈧?50K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Inverted Winger         , Support   , AM (L)   ,12,3,7,9,6,6,5,2,2,7,2,6,10,8,9,11,1,6,12,8,5,1,5,8,3,4,4,5,4,13,12,3,13,11,3,5,1,3,3,6,3,6,6,8,1,7,7, Joan                                  
2000134382,     , Leo Mascaró                           , 2/8/2003 (18 years old)   , BLR , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Either         , Very Strong   , Strong        , D (C)                          , 190 cm , 78 kg  ,18, 鈧? - 鈧?5K       ," 鈧?,100 p/m     ",5,1,      ,0, -        , Technical    , -                          , No-Nonsense Centre-Back , Defend    , D (C)    ,7,2,12,12,11,7,8,3,2,5,7,3,1,7,8,3,1,6,7,5,1,3,14,15,1,4,4,1,13,11,6,2,12,7,6,5,2,2,2,7,5,14,3,5,3,4,7, Leo Mascaro                           
2000221382,     , Julio Tiemblo                         , 24/8/2005 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   , M/AM (C)                       , 178 cm , 66 kg  ,16, 鈧? - 鈧?5K       ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Creative     , -                          , Mezzala                 , Attack    , M (C)    ,11,1,10,8,10,7,3,1,1,4,7,6,6,8,13,6,2,6,8,14,6,2,3,8,3,11,8,3,3,13,8,2,10,11,3,6,2,3,3,7,7,5,8,10,1,14,12, Julio Tiemblo                         
2000221449,     , Isi                                   , 27/10/2005 (16 years old) , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , AM (RL)                        , 176 cm , 60 kg  ,16, 鈧?0K - 鈧?80K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Winger                  , Attack    , AM (R)   ,13,2,11,13,5,6,7,1,2,7,4,6,11,9,12,6,1,4,7,12,5,1,1,5,3,7,6,5,3,14,7,3,13,6,1,4,1,1,3,6,3,6,6,12,1,6,7, Isi                                   
2000221943,     , Meso                                  , 3/9/2005 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left Only      , Weak          , Very Strong   , M/AM (C)                       , 179 cm , 59 kg  ,16, 鈧?8K - 鈧?90K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Creative     , -                          , Central Midfielder      , Attack    , M (C)    ,9,2,14,13,5,6,7,2,2,7,4,5,4,13,6,12,1,7,13,15,5,2,3,6,2,3,6,2,2,15,11,1,13,9,2,5,3,1,3,6,4,3,7,11,2,11,11, Meso                                  
2000222381,     , Hugo de Llanos                        , 18/3/2005 (17 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , M/AM (C)                       , 168 cm , 55 kg  ,17, 鈧?0K - 鈧?10K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Creative     , -                          , Mezzala                 , Support   , M (C)    ,13,1,7,11,4,7,2,2,1,5,4,6,5,14,11,8,3,8,9,12,5,1,6,5,3,6,4,1,6,14,10,3,12,10,4,5,2,3,2,7,3,5,7,13,3,12,12, Hugo de Llanos                        
2000222392,     , David Serrano                         , 28/1/2005 (17 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left Only      , Weak          , Very Strong   ," M (LC), AM (L)                 ", 180 cm , 67 kg  ,17, 鈧?8K - 鈧?75K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Creative     , -                          , Winger                  , Attack    , M (L)    ,9,1,5,12,8,8,7,2,2,7,6,7,10,9,3,14,3,8,11,14,6,3,4,7,3,10,7,6,5,15,11,1,12,8,6,7,1,3,2,7,4,6,8,11,2,12,11, David Serrano                         
2000222552,     , Diego                                 , 24/1/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , GK                             , 184 cm , 68 kg  ,16, 鈧?0K - 鈧?10K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Shot Stopper , -                          , Sweeper Keeper          , Defend    , GK       ,9,6,7,12,6,4,8,7,5,5,9,2,3,5,17,1,5,2,1,1,2,13,1,10,9,9,3,2,2,10,3,7,8,7,3,10,11,13,14,4,4,1,5,2,9,4,4, Diego                                 
2000222557,     , Jorge                                 , 14/2/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , GK                             , 186 cm , 69 kg  ,16, 鈧?40K - 鈧?25K   ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Shot Stopper , -                          , Sweeper Keeper          , Defend    , GK       ,9,4,13,13,5,5,14,11,4,3,7,2,3,12,7,2,5,3,1,1,5,9,1,7,9,1,3,2,3,12,3,5,9,7,3,7,8,12,7,1,2,2,5,4,7,4,4, Jorge                                 
2000222572,     , Borja                                 , 10/2/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 178 cm , 65 kg  ,16, 鈧?0K - 鈧?00K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , Central Defender        , Defend    , D (C)    ,11,1,14,8,5,5,7,3,1,1,5,4,3,12,10,1,1,1,5,5,1,2,9,8,3,9,4,4,12,8,4,2,10,5,1,12,2,2,1,4,5,12,4,2,3,1,5, Borja                                 
2000222584,     , Miguel                                , 16/6/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   , D/WB (L)                       , 177 cm , 66 kg  ,16, 鈧?0K - 鈧?10K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , No-Nonsense Full-Back   , Defend    , D (L)    ,12,1,13,10,5,6,7,3,1,5,4,5,2,14,10,5,2,1,7,5,1,1,7,6,3,10,1,4,7,9,5,4,11,7,5,10,3,2,4,7,9,12,6,7,1,6,6, Miguel                                
2000222986,     , Hyoki Kim                             , 4/7/2003 (18 years old)   , KOR , Spanish First Division                             , Villarreal                       , Spain (First Division)               , Right          , Very Strong   , Weak          , M (C)                          , 177 cm , 67 kg  ,18, 鈧? - 鈧?0K       ," 鈧?,100 p/m     ",22,2,      ,0, -        , Physical     , -                          , Central Midfielder      , Attack    , M (C)    ,12,1,5,14,8,6,5,2,2,4,7,7,7,11,12,4,1,7,14,6,7,3,4,6,3,11,9,7,9,13,7,1,14,14,3,4,1,3,1,9,5,7,8,10,1,14,9, Hyoki Kim                             
2000222987,     , Marco Leiton                          , 12/4/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   , D/WB (L)                       , 180 cm , 65 kg  ,16, 鈧?K - 鈧?0K      ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , Full-Back               , Defend    , D (L)    ,13,1,5,13,7,6,6,3,1,3,7,2,5,11,16,4,3,3,6,5,1,3,5,7,2,11,1,5,7,9,1,1,11,7,1,4,3,2,2,9,4,9,6,5,3,7,7, Marco Leiton                          
2000222996,     , Roi Torres                            , 5/2/2006 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , D/WB (R)                       , 180 cm , 65 kg  ,16, 鈧?0K - 鈧?00K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Full-Back               , Defend    , D (R)    ,14,3,14,13,8,7,8,1,3,7,7,4,3,9,19,6,1,3,7,5,2,1,7,8,1,7,6,5,5,13,6,2,13,8,2,5,1,1,1,7,6,11,7,8,2,7,7, Roi Torres                            
2000223081,     , Jaime Vázquez                         , 1/2/2006 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (C)                          , 187 cm , 76 kg  ,16, 鈧?50K - 鈧?.8M   ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , No-Nonsense Centre-Back , Defend    , D (C)    ,11,1,14,10,11,5,7,3,1,5,10,7,2,7,17,3,2,1,5,7,11,2,12,11,2,14,4,2,12,13,1,3,7,11,1,12,3,3,3,6,10,12,4,3,1,10,5, Jaime Vazquez                         
2000223117,     , Jorge Oreiro                          , 19/5/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          ," D (RC), WB (R)                 ", 177 cm , 64 kg  ,16, 鈧?5K - 鈧?20K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Full-Back               , Defend    , D (R)    ,14,2,12,11,4,7,8,2,4,5,5,3,5,10,13,6,3,2,8,5,1,2,8,9,3,11,3,6,6,14,3,3,12,8,3,8,1,3,3,7,7,10,7,8,3,5,7, Jorge Oreiro                          
2000223233,     , Diego Arcos                           , 30/1/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right Only     , Very Strong   , Weak          , D (C)                          , 188 cm , 78 kg  ,16, 鈧?5K - 鈧?60K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Defender        , Defend    , D (C)    ,12,1,14,7,9,5,7,2,2,4,5,2,2,11,8,1,2,1,5,5,1,3,13,13,3,7,2,1,10,12,3,3,8,3,1,6,1,1,1,10,12,13,4,4,2,1,5, Diego Arcos                           
2000223272, Yth , Óscar                                 , 3/7/2006 (15 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   , D/WB/M (L)                     , 178 cm , 61 kg  ,15, 鈧?4K - 鈧?50K    , 鈧?75 p/m       , -       , -      ,      ,0, -        , Physical     , -                          , Winger                  , Support   , M (L)    ,14,2,15,12,5,7,6,1,3,5,5,6,9,11,11,7,1,5,6,5,2,3,6,5,3,3,2,3,4,15,5,4,9,8,3,4,2,1,1,10,6,9,7,8,3,7,8, Oscar                                 
2000223278,     , Alex                                  , 16/2/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," M (L), AM (RL)                 ", 180 cm , 66 kg  ,16, 鈧?5K - 鈧?50K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Inverted Winger         , Support   , AM (L)   ,12,3,9,11,2,5,4,2,2,5,5,5,10,7,15,12,3,4,12,10,4,4,4,5,1,5,4,3,4,16,11,1,11,12,2,3,2,1,2,5,7,5,6,9,1,7,10, Alex                                  
2000223283,     , Jorge Cestero                         , 24/3/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          ," D (C), DM                      ", 178 cm , 64 kg  ,16, 鈧?.5K - 鈧?5K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Defender        , Cover     , D (C)    ,12,2,11,11,8,5,6,2,3,3,4,2,2,12,18,1,2,4,7,5,4,3,6,10,2,1,6,3,11,13,3,2,11,9,1,7,3,2,3,8,6,12,4,4,2,5,9, Jorge Cestero                         
2000223324,     , Aimar                                 , 8/6/2006 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , M/AM (C)                       , 179 cm , 61 kg  ,16, 鈧?5K - 鈧?25K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Midfielder      , Attack    , M (C)    ,12,1,11,9,2,5,6,2,4,3,3,2,1,12,6,4,3,6,12,9,4,1,1,4,3,7,7,1,3,12,8,3,11,12,4,5,2,3,3,5,5,6,6,8,3,12,10, Aimar                                 
2000223330, Yth , Roberto                               , 12/8/2006 (15 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , M (C)                          , 178 cm , 62 kg  ,15, 鈧?4K - 鈧?40K    , 鈧?75 p/m       , -       , -      ,      ,0, -        , Technical    , -                          , Mezzala                 , Support   , M (C)    ,10,1,10,10,5,3,6,2,3,6,7,5,6,9,13,5,1,4,12,5,6,2,6,8,3,1,12,1,8,7,5,2,13,10,6,5,1,3,2,8,5,9,8,12,2,10,13, Roberto                               
2000223332,     , Izan                                  , 8/2/2006 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   , M (LC)                         , 181 cm , 66 kg  ,16, 鈧?0K - 鈧?10K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Winger                  , Support   , M (L)    ,13,1,14,11,6,6,1,3,3,5,4,4,7,11,6,7,3,4,8,5,5,3,3,5,3,10,7,1,7,12,4,1,10,10,2,7,2,3,3,8,5,7,7,13,2,11,12, Izan                                  
2000223336,     , Yago                                  , 21/4/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , M/AM (C)                       , 179 cm , 61 kg  ,16, 鈧?6K - 鈧?50K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Mezzala                 , Support   , M (C)    ,12,1,7,12,4,4,2,2,2,5,3,3,2,12,3,3,3,5,11,13,2,1,1,4,2,1,5,1,1,18,7,2,12,4,1,3,3,1,3,5,2,4,5,12,1,12,9, Yago                                  
2000223338,     , Álex Sánchez                          , 5/3/2006 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   , M/AM (C)                       , 186 cm , 71 kg  ,16, 鈧?2K - 鈧?20K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Central Midfielder      , Attack    , M (C)    ,9,2,5,8,4,6,6,4,4,11,4,5,4,14,14,7,1,7,13,13,5,2,5,13,1,7,6,5,4,10,10,1,7,13,5,7,2,1,2,8,4,7,7,8,1,10,12, Alex Sanchez                          
2000223844,     , Antonio Martínez                      , 9/4/2006 (16 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , M/AM (C)                       , 181 cm , 65 kg  ,16, 鈧?4K - 鈧?30K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , Mezzala                 , Support   , M (C)    ,9,1,11,9,3,5,2,3,3,6,4,4,3,11,13,5,2,6,11,12,4,3,2,5,3,9,4,2,3,14,8,1,13,10,1,6,3,2,2,6,4,6,6,12,2,11,11, Antonio Martinez                      
2000223877,     , Erik Vázquez                          , 24/2/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M (R), AM (RL)                 ", 177 cm , 62 kg  ,16, 鈧?60K - 鈧?00K   ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , Inverted Winger         , Support   , AM (L)   ,12,3,12,11,3,5,7,4,1,5,3,3,5,5,16,8,3,5,12,9,4,1,1,4,4,9,5,2,1,7,6,3,12,8,1,1,1,3,2,8,2,5,5,8,1,6,6, Erik Vazquez                          
2000225551,     , Roger Ciuró                           , 20/1/2005 (17 years old)  , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Right          , Very Strong   , Weak          ," DM, M (C)                      ", 169 cm , 58 kg  ,17, 鈧?K - 鈧?0K      ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Central Midfielder      , Support   , M (C)    ,10,3,10,9,11,7,7,3,2,6,5,6,6,13,4,4,3,4,11,5,6,1,6,2,1,6,9,1,7,15,7,2,9,13,3,7,2,2,1,7,3,13,8,8,3,8,12, Roger Ciuro                           
2000225553,     , Arnau Sans                            , 5/10/2004 (17 years old)  , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Right          , Very Strong   , Weak          , M (C)                          , 179 cm , 68 kg  ,17, 鈧?5K - 鈧?30K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Central Midfielder      , Attack    , M (C)    ,13,2,6,11,5,7,3,3,1,6,4,6,6,12,13,2,2,6,13,5,6,3,6,11,3,4,11,5,8,9,9,3,12,11,1,7,1,3,1,7,4,9,8,8,3,8,12, Arnau Sans                            
2000227091,     , Antonio Alexander                     , 10/2/2006 (16 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   ," AM (L), ST (C)                 ", 185 cm , 77 kg  ,16, 鈧?4K - 鈧?30K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Advanced Forward        , Attack    , ST (C)   ,12,3,13,8,6,6,7,3,1,9,2,5,3,11,16,13,1,13,13,13,4,2,13,12,3,1,6,1,2,12,12,2,11,4,4,6,3,3,4,10,4,3,5,13,1,7,7, Antonio Alexander                     
2000218297,     , Tote                                  , 21/10/2005 (16 years old) , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Right          , Very Strong   , Weak          ," DM, M (C)                      ", 183 cm , 68 kg  ,16, 鈧?0K - 鈧?80K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Midfielder      , Support   , M (C)    ,14,1,11,14,5,8,5,1,3,6,8,5,6,14,11,7,2,4,7,5,7,3,7,7,3,7,9,4,7,14,4,2,14,13,1,7,3,2,1,7,7,13,8,5,2,9,11, Tote                                  
2000218254,     , Marco Viciana                         , 1/6/2005 (17 years old)   , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Right          , Very Strong   , Weak          , D (C)                          , 184 cm , 71 kg  ,17, 鈧?0K - 鈧?00K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Defender        , Cover     , D (C)    ,13,1,9,11,8,6,8,2,2,5,6,4,1,13,14,1,3,1,6,5,1,1,10,9,2,1,1,4,12,14,3,1,13,6,1,11,1,1,1,3,6,9,5,3,1,3,6, Marco Viciana                         
2000158557,     , Raúl Pereira                          , 6/4/2005 (17 years old)   , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Left           , Reasonable    , Very Strong   , AM (L)                         , 172 cm , 63 kg  ,17, 鈧?20K - 鈧?50K   ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Winger                  , Support   , AM (L)   ,13,1,5,12,7,7,7,1,2,7,7,9,11,7,8,10,1,3,10,7,6,2,1,7,1,11,7,6,4,11,10,1,9,11,1,6,3,3,1,13,4,4,7,7,3,5,12, Raul Pereira                          
2000209217,     , Rubén Domínguez                       , 8/6/2005 (17 years old)   , ESP , Spanish First Division                             , Cádiz                            , Spain (First Division)               , Right Only     , Very Strong   , Weak          , GK                             , 186 cm , 74 kg  ,17, 鈧?0K - 鈧?40K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Assertive    , -                          , Sweeper Keeper          , Defend    , GK       ,9,13,6,8,5,6,10,9,9,4,8,3,1,12,17,2,5,3,4,2,5,8,1,12,9,10,1,3,2,13,2,9,8,9,3,8,10,13,15,1,5,3,6,1,7,5,5, Ruben Dominguez                       
2000141485,     , Asier Pociello                        , 22/5/2003 (19 years old)  , ESP , Spanish First Division                             , Real San Sebastián               , Spain (First Division)               , Right          , Very Strong   , Weak          , DM                             , 183 cm , 77 kg  ,19, 鈧?5K - 鈧?00K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , Ball Winning Midfielder , Support   , DM       ,11,1,13,11,8,5,7,3,1,4,6,7,4,15,5,5,3,8,9,5,7,2,7,11,3,10,9,1,8,13,7,1,7,11,1,8,1,2,2,7,8,11,8,8,1,10,12, Asier Pociello                        
2000124150,     , Yoel Lago                             , 11/4/2004 (18 years old)  , ESP , Spanish First Division                             , Vigo                             , Spain (First Division)               , Right Only     , Very Strong   , Very Weak     ," DM, M (C)                      ", 170 cm , 63 kg  ,18, 鈧?0K - 鈧?00K    ," 鈧?,100 p/m     ",3, -      ,      ,0, -        , Technical    , -                          , Central Midfielder      , Support   , M (C)    ,15,2,9,15,9,11,9,3,3,11,10,9,10,15,15,6,2,10,15,5,9,2,9,7,1,5,11,6,11,12,9,3,15,14,6,8,2,1,2,8,5,13,11,12,2,11,13, Yoel Lago                             
2000141541,     , Eder García                           , 19/9/2004 (17 years old)  , ESP , Spanish First Division                             , Real San Sebastián               , Spain (First Division)               , Right          , Very Strong   , Weak          , ST (C)                         , 178 cm , 67 kg  ,17, 鈧?0K - 鈧?20K    ," 鈧?,100 p/m     ", -       , -      ,      ,0, -        , Intelligent  , -                          , Poacher                 , Attack    , ST (C)   ,11,2,8,12,7,7,7,3,1,10,6,1,3,13,9,9,1,14,14,9,1,1,8,5,3,9,6,5,4,15,10,3,10,7,7,7,2,1,1,9,6,4,6,10,4,4,7, Eder Garcia                           
