 UID        , Inf , Name                               , DoB                       , Nat , Division                                      , Club                         , Based                               , Preferred Foot , Right Foot    , Left Foot     , Position                        , Height , Weight , Age , Transfer Value  , Wage           , AT Apps , AT Gls , Team , Caps , Yth Apps , Style        , Rc Injury                  , Best Role               , Best Duty , Best Pos , Acc , Aer , Agg , Agi , Ant , Bal , Bra , Cmd , Com , Cmp , Cnt , Cor , Cro , Dec , Det , Dri , Ecc , Fin , Fir , Fla , Fre , Han , Hea , Jum , Kic , Ldr , Lon , L Th , Mar , Nat .1, OtB , 1v1 , Pac , Pas , Pen , Pos , Pun , Ref , TRO , Sta , Str , Tck , Tea , Tec , Thr , Vis , Wor 
49048365,     , Tanguy Nianzou                        , 7/6/2002 (20 years old)   , FRA , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (C), DM, M (C)               ", 191 cm , 85 kg  ,20, 鈧?4M - 鈧?8M     ," 鈧?32,000 p/m   ",29,3, U21  ,0, -        , Physical     , -                          , Ball Playing Defender   , Defend    , D (C)    ,12,1,16,11,13,15,14,2,2,15,13,4,7,13,16,12,3,7,12,12,4,1,16,16,1,12,7,5,13,13,10,1,13,14,6,14,3,3,2,13,15,13,14,13,3,13,13
67221051,     , Rafa Mir                              , 18/6/1997 (25 years old)  , ESP , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , ST (C)                         , 186 cm , 75 kg  ,25, 鈧?3M - 鈧?6.5M   ," 鈧?39,000 p/m   ",177,63,      ,0,10, Physical     , -                          , Complete Forward        , Attack    , ST (C)   ,14,1,10,12,13,14,14,1,3,13,14,5,10,13,13,12,3,15,14,12,7,1,17,15,3,10,14,7,6,15,13,2,15,11,15,12,2,2,1,14,15,6,11,12,2,10,14
950975, Wnt , Radamel Falcao                        , 10/2/1986 (36 years old)  , COL , Spanish First Division                             , Vallecano                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , ST (C)                         , 177 cm , 72 kg  ,36, 鈧?50K           ," 鈧?3,000 p/m    ",415,223, Main ,101,13, Intelligent  , -                          , Deep Lying Forward      , Support   , ST (C)   ,9,1,13,10,15,10,16,2,4,18,16,10,12,15,18,12,2,17,14,16,14,3,17,14,3,17,12,3,4,14,15,1,9,13,18,8,4,1,2,9,10,6,15,15,3,15,9
62031623,     , Stefan Mitrovi膰                       , 22/5/1990 (32 years old)  , SRB , Spanish First Division                             , Getafe                           , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (C)                          , 189 cm , 84 kg  ,32, 鈧?60K - 鈧?.6M   ," 鈧?8,000 p/m    ",301,9, Main ,32, -        , Leader       , -                          , No-Nonsense Centre-Back , Stopper   , D (C)    ,10,2,14,10,14,15,17,4,3,14,14,6,8,11,14,9,3,6,10,8,6,2,15,15,2,10,7,11,14,15,9,2,10,9,9,14,2,2,2,14,16,14,15,12,2,8,15
67010361,     , Bernardo                              , 11/7/1989 (32 years old)  , COL , Spanish First Division                             , Girona                           , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 192 cm , 85 kg  ,32, 鈧?.1M - 鈧?.4M   ," 鈧?9,500 p/m    ",390,20,      ,0, -        , Physical     , -                          , Central Defender        , Defend    , D (C)    ,10,2,14,11,14,10,14,2,3,13,13,3,3,12,12,3,3,5,10,9,4,3,16,16,4,12,5,6,13,15,8,3,12,10,5,13,3,1,3,16,17,15,14,12,2,11,14
67043255,     , Oriol Romeu                           , 24/9/1991 (30 years old)  , ESP , Spanish First Division                             , Girona                           , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," DM, M (C)                      ", 182 cm , 79 kg  ,30, 鈧?.8M - 鈧?2.5M  ," 鈧?26,000 p/m   ",325,8,      ,0,10, Leader       , -                          , Defensive Midfielder    , Support   , DM       ,7,1,15,10,16,13,17,2,2,16,15,7,8,16,12,9,1,9,14,6,6,1,12,12,1,13,9,10,14,18,7,3,7,14,8,16,1,2,1,18,16,17,18,14,1,14,17
77029444, Wnt , Renato Tapia                          , 28/7/1995 (26 years old)  , PER , Spanish First Division                             , Vigo                             , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (C), DM, M (C)               ", 185 cm , 80 kg  ,26, 鈧?M - 鈧?.4M     ," 鈧?3,500 p/m    ",175,10, Main ,75,6, Leader       , -                          , Ball Winning Midfielder , Defend    , DM       ,13,3,16,14,14,14,15,3,4,13,15,9,7,12,14,11,4,8,13,12,8,2,13,14,3,13,11,11,14,15,12,2,13,14,12,15,2,4,1,15,14,15,15,15,2,12,17
67011248,     , David Soria                           , 4/4/1993 (29 years old)   , ESP , Spanish First Division                             , Getafe                           , Spain (First Division)               , Right          , Very Strong   , Weak          , GK                             , 192 cm , 85 kg  ,29, 鈧?.2M - 鈧?.6M   ," 鈧?7,500 p/m    ",225, -      ,      ,0, -        , Assertive    , -                          , Sweeper Keeper          , Support   , GK       ,9,15,11,12,15,13,13,15,15,12,14,6,1,15,13,1,8,2,7,9,10,16,4,16,12,11,2,2,2,11,11,13,9,8,5,15,10,15,16,11,14,2,13,5,14,8,14
28068818,     , Karim Rekik                           , 2/12/1994 (27 years old)  , NED , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Left           , Fairly Strong , Very Strong   , D (LC)                         , 186 cm , 79 kg  ,27, 鈧?1M - 鈧?1M     ," 鈧?00,000 p/m   ",195,6,      ,4,15, Physical     , -                          , Ball Playing Defender   , Defend    , D (C)    ,12,2,13,13,12,17,17,2,2,14,12,4,10,14,15,9,3,7,12,8,5,3,13,15,3,12,6,10,14,15,8,4,13,13,8,13,3,1,2,14,15,15,15,12,2,12,13
67184140, Wnt , 脕lvaro Garc铆a                         , 27/10/1992 (29 years old) , ESP , Spanish First Division                             , Vallecano                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," M (L), AM (RLC), ST (C)        ", 168 cm , 58 kg  ,29, 鈧?.4M - 鈧?.8M   ," 鈧?1,500 p/m    ",348,52,      ,0, -        , Physical     , -                          , Winger                  , Support   , AM (L)   ,18,3,10,14,13,11,12,3,1,10,11,9,11,11,11,13,1,11,12,12,8,2,6,5,3,8,10,5,7,14,14,2,17,11,9,8,1,3,4,12,8,7,12,13,3,11,13
67104797,     , Dani Garc铆a                           , 24/5/1990 (32 years old)  , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," DM, M (C)                      ", 180 cm , 82 kg  ,32, 鈧?3M - 鈧?7M     ," 鈧?05,000 p/m   ",425,3,      ,0, -        , Leader       , -                          , Ball Winning Midfielder , Defend    , DM       ,12,3,15,13,13,13,15,2,1,14,14,11,10,14,13,10,3,8,14,13,10,2,13,10,3,15,10,6,15,13,11,2,13,13,9,15,2,2,4,13,14,15,18,13,3,11,17
67155094,     , David L贸pez                           , 9/10/1989 (32 years old)  , ESP , Spanish First Division                             , Girona                           , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (C), DM, M (C)               ", 183 cm , 83 kg  ,32, 鈧?00K - 鈧?.8M   ," 鈧?91,000 p/m   ",426,22,      ,0, -        , Leader       , -                          , Defensive Midfielder    , Support   , DM       ,12,3,13,11,13,12,15,3,3,14,14,7,8,15,9,9,3,8,13,7,9,4,14,12,2,15,10,9,14,12,10,1,12,12,9,15,3,3,3,14,13,14,18,12,3,12,16
78000806,     , Cristhian Stuani                      , 12/10/1986 (35 years old) , URU , Spanish First Division                             , Girona                           , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," AM (R), ST (C)                 ", 183 cm , 74 kg  ,35, Not for Sale    ," 鈧?39,000 p/m   ",494,212,      ,50,6, Intelligent  , -                          , Poacher                 , Attack    , ST (C)   ,11,1,12,10,14,14,15,3,1,15,14,7,11,14,14,12,2,16,11,10,8,3,15,13,3,12,12,6,7,13,15,1,12,12,15,8,2,2,1,12,14,8,13,12,3,11,13
83111501, Wnt , Thierry Rendall Correia               , 9/3/1999 (23 years old)   , POR , Spanish First Division                             , Valencia                         , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (RL), WB (R)                 ", 179 cm , 72 kg  ,23, 鈧?1M - 鈧?5M     ," 鈧?2,000 p/m    ",56,1,      ,0,10, Physical     , -                          , Complete Wing-Back      , Support   , D (R)    ,15,1,13,16,13,15,13,2,2,12,12,8,12,11,13,12,1,6,12,14,5,2,8,14,3,7,8,12,10,15,12,2,16,11,10,10,2,2,3,16,17,11,12,13,3,11,14
27102380, Inj , Kasper Dolberg                        , 6/10/1997 (24 years old)  , DEN , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," AM (L), ST (C)                 ", 187 cm , 82 kg  ,24, 鈧?.6M - 鈧?0M    ," 鈧?49,000 p/m   ",156,56, Main ,35,2, Technical    , Dislocated shoulder        , Inverted Winger         , Attack    , AM (L)   ,15,3,10,15,14,13,12,3,3,15,11,8,11,12,8,13,2,13,13,14,13,1,13,13,3,4,14,6,3,12,14,1,14,12,14,8,1,2,1,12,12,4,8,16,1,13,6
48042326,     , Aur茅lien Tchouameni                   , 27/1/2000 (22 years old)  , FRA , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," DM, M (C)                      ", 187 cm , 81 kg  ,22, 鈧?7M - 鈧?45M    ," 鈧?98,000 p/m   ",99,5, Main ,12,4, Physical     , -                          , Ball Winning Midfielder , Defend    , M (C)    ,14,1,16,14,17,15,16,1,2,15,15,8,10,15,16,12,2,6,14,13,6,2,14,14,1,11,13,8,15,16,13,3,14,15,10,15,2,3,2,17,16,16,15,14,1,15,16
11022221,     , Vedat Muriqi                          , 24/4/1994 (28 years old)  , KOS , Spanish First Division                             , Mallorca                         , Spain (First Division)               , Left           , Reasonable    , Very Strong   , ST (C)                         , 194 cm , 92 kg  ,28, 鈧?4M - 鈧?6.5M   ," 鈧?33,000 p/m   ",270,76, Main ,42, -        , Leader       , -                          , Target Forward          , Support   , ST (C)   ,10,2,16,10,15,16,17,1,2,12,15,4,9,12,17,10,2,12,11,12,3,1,17,17,4,8,12,3,9,15,15,4,11,12,15,9,3,3,3,13,18,7,19,11,1,13,19
67106568,     , Juanmi                                , 20/5/1993 (29 years old)  , ESP , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," AM (L), ST (C)                 ", 172 cm , 63 kg  ,29, 鈧?.4M - 鈧?4M    ," 鈧?9,000 p/m    ",290,62,      ,1, -        , Intelligent  , -                          , Inverted Winger         , Support   , AM (L)   ,16,3,10,15,15,12,9,3,4,13,12,7,11,12,15,14,3,14,15,14,13,1,10,7,2,9,11,6,6,12,16,3,15,13,10,9,2,1,1,12,7,8,13,15,2,13,14
67065538,     , Kike Garc铆a                           , 25/11/1989 (32 years old) , ESP , Spanish First Division                             , Atl茅tico Pamplona                , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," AM (L), ST (C)                 ", 186 cm , 79 kg  ,32, 鈧?75K - 鈧?.7M   ," 鈧?7,500 p/m    ",414,108,      ,0,7, Physical     , -                          , Target Forward          , Support   , ST (C)   ,12,2,10,11,11,14,15,4,1,14,14,5,9,9,11,12,4,15,12,12,7,3,14,14,2,11,10,7,4,15,14,1,13,12,10,9,3,1,1,14,16,8,16,14,3,10,16
14063109,     , Jerem铆as Ledesma                      , 13/2/1993 (29 years old)  , ARG , Spanish First Division                             , C谩diz                            , Spain (First Division)               , Right          , Very Strong   , Weak          , GK                             , 186 cm , 85 kg  ,29, 鈧?1.5M - 鈧?3.5M ," 鈧?0,000 p/m    ",137, -      ,      ,0, -        , Distributor  , -                          , Sweeper Keeper          , Support   , GK       ,11,12,9,16,11,11,15,13,12,13,14,5,3,12,15,1,12,2,7,2,7,13,6,14,17,13,3,2,1,12,4,15,11,8,5,12,13,17,13,11,14,1,15,9,12,11,17
19192323,     , Kenedy                                , 8/2/1996 (26 years old)   , BRA , Spanish First Division                             , Valladolid                       , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," WB/M (L), AM (RL)              ", 182 cm , 81 kg  ,26, 鈧?00K - 鈧?M     ," 鈧?26,000 p/m   ",146,12,      ,0,7, Physical     , -                          , Inverted Winger         , Support   , AM (R)   ,13,2,11,13,13,13,11,2,2,12,11,11,12,11,13,13,2,12,13,15,13,3,10,13,2,10,14,4,7,14,13,1,13,12,11,12,1,1,1,13,14,11,12,14,2,12,12
67155103,     , Fernando Pacheco                      , 18/5/1992 (30 years old)  , ESP , Spanish First Division                             , Almer铆a                          , Spain (First Division)               , Left           , Reasonable    , Very Strong   , GK                             , 186 cm , 81 kg  ,30, 鈧?2M - 鈧?5M     ," 鈧?4,500 p/m    ",334, -      ,      ,0,7, Distributor  , -                          , Sweeper Keeper          , Support   , GK       ,10,12,8,14,13,9,13,13,14,12,14,2,1,12,13,1,10,2,12,5,7,15,8,12,14,11,2,2,1,11,3,14,12,13,3,13,14,16,15,10,14,3,14,12,14,11,13
67246385, Wnt , Mart铆n Zubimendi                      , 2/2/1999 (23 years old)   , ESP , Spanish First Division                             , Real San Sebasti谩n               , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M (C)                      ", 181 cm , 74 kg  ,23, 鈧?1M - 鈧?9M     ," 鈧?49,000 p/m   ",127,6,      ,1,7, Technical    , -                          , Central Midfielder      , Defend    , M (C)    ,12,2,14,13,14,12,12,3,1,13,15,9,10,14,11,13,1,11,14,8,8,2,14,11,1,12,13,7,15,15,7,4,11,16,12,14,2,3,1,14,14,13,16,15,2,14,15
62055271,     , Matija Nastasi膰                       , 28/3/1993 (29 years old)  , SRB , Spanish First Division                             , Mallorca                         , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (C)                          , 188 cm , 83 kg  ,29, 鈧?90K - 鈧?.9M   ," 鈧?9,000 p/m    ",208,3, Main ,34,8, Physical     , Damaged achilles tendon    , Central Defender        , Defend    , D (C)    ,11,3,6,11,15,13,15,3,4,13,11,5,7,13,12,7,1,5,11,8,5,2,13,15,1,10,6,6,14,12,4,3,12,12,6,14,2,3,3,12,15,15,16,11,1,8,9
67211760,     , Mikel Merino                          , 22/6/1996 (26 years old)  , ESP , Spanish First Division                             , Real San Sebasti谩n               , Spain (First Division)               , Left           , Reasonable    , Very Strong   , M (C)                          , 187 cm , 79 kg  ,26, 鈧?0M - 鈧?5M     ," 鈧?07,000 p/m   ",220,19,      ,11,20, Physical     , -                          , Carrilero               , Support   , M (C)    ,12,2,15,13,13,13,15,3,1,13,15,8,11,14,16,14,3,10,14,13,10,2,14,14,2,12,12,8,14,16,14,3,13,16,10,14,3,2,1,17,16,13,15,15,2,16,15
67174735,     , Munir                                 , 1/9/1995 (26 years old)   , MAR , Spanish First Division                             , Getafe                           , Spain (First Division)               , Left           , Fairly Strong , Very Strong   ," AM (RLC), ST (C)               ", 175 cm , 69 kg  ,26, 鈧?.8M - 鈧?.4M   ," 鈧?15,000 p/m   ",203,45, Main ,11, -        , Creative     , -                          , Inverted Winger         , Attack    , AM (R)   ,14,3,8,15,15,13,10,4,3,12,11,13,13,13,12,15,2,13,15,16,12,1,9,8,3,8,13,8,4,12,15,3,13,13,13,6,3,1,1,12,10,5,12,15,1,15,13
86047272,     , Yangel Herrera                        , 7/1/1998 (24 years old)   , VEN , Spanish First Division                             , Girona                           , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M (C)                      ", 184 cm , 77 kg  ,24, 鈧?5.5M - 鈧?9M   ," 鈧?01,000 p/m   ",166,10, Main ,25,15, Leader       , -                          , Ball Winning Midfielder , Support   , M (C)    ,14,3,16,13,14,13,14,1,1,13,14,8,9,15,14,11,1,9,13,8,9,3,12,12,2,13,14,8,11,15,12,1,13,14,11,9,3,1,1,15,13,12,13,14,1,13,15
67258817,     , Hugo Guillam贸n                        , 31/1/2000 (22 years old)  , ESP , Spanish First Division                             , Valencia                         , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," D (C), DM, M (C)               ", 182 cm , 76 kg  ,22, 鈧?3M - 鈧?0M     ," 鈧?6,000 p/m    ",120,4,      ,2,13, Intelligent  , -                          , Central Midfielder      , Defend    , M (C)    ,13,3,12,13,14,13,13,1,1,14,15,9,9,15,15,11,3,8,13,13,9,3,11,12,3,9,10,11,12,14,12,1,12,14,11,15,1,1,2,14,12,12,15,13,1,14,15
14027117,     , Ezequiel 脕vila                        , 6/2/1994 (28 years old)   , ARG , Spanish First Division                             , Atl茅tico Pamplona                , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," AM (RLC), ST (C)               ", 172 cm , 65 kg  ,28, 鈧?.2M - 鈧?.4M   ," 鈧?4,500 p/m    ",214,42,      ,0, -        , Physical     , -                          , Pressing Forward        , Attack    , ST (C)   ,14,3,15,14,14,12,16,1,1,9,9,9,13,10,13,12,3,13,13,14,10,1,9,13,2,9,14,7,7,13,15,3,14,12,14,6,2,2,4,14,13,5,14,13,3,10,15
67215283,     , Carles P茅rez                          , 16/2/1998 (24 years old)  , ESP , Spanish First Division                             , Vigo                             , Spain (First Division)               , Left           , Weak          , Very Strong   ," M (C), AM (RLC)                ", 173 cm , 75 kg  ,24, 鈧?75K - 鈧?.8M   ," 鈧?53,000 p/m   ",123,19,      ,0,2, Creative     , -                          , Inverted Winger         , Attack    , AM (R)   ,16,2,12,17,10,11,12,1,2,10,11,13,12,10,13,16,1,10,17,15,9,1,8,6,2,5,14,6,6,13,10,1,15,13,9,5,3,1,1,12,9,7,11,15,3,12,12
67187680,     , Ander Capa                            , 8/2/1992 (30 years old)   , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D/WB/M/AM (R)                  , 175 cm , 76 kg  ,30, 鈧?3M - 鈧?4M     ," 鈧?7,000 p/m    ",313,19,      ,0, -        , Intelligent  , -                          , Full-Back               , Support   , D (R)    ,14,2,11,14,14,12,12,3,1,14,14,10,14,13,14,13,1,10,12,13,8,1,8,8,2,11,9,12,12,13,14,2,14,13,11,13,2,1,3,14,13,13,15,13,4,10,14
71099053,     , Andriy Lunin                          , 11/2/1999 (23 years old)  , UKR , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , GK                             , 191 cm , 80 kg  ,23, 鈧?.8M - 鈧?2M    ," 鈧?05,000 p/m   ",77, -      , Main ,7,5, Shot Stopper , -                          , Sweeper Keeper          , Support   , GK       ,12,15,5,15,13,12,12,14,14,13,12,3,3,13,15,1,12,1,12,2,7,13,9,15,12,8,2,3,1,14,2,15,11,12,3,13,14,16,12,14,12,2,13,10,11,11,14
55067163, Wnt , Rui Silva                             , 7/2/1994 (28 years old)   , POR , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Left           , Reasonable    , Very Strong   , GK                             , 191 cm , 91 kg  ,28, 鈧?.4M - 鈧?M     ," 鈧?9,500 p/m    ",183, -      ,      ,1,1, Shot Stopper , -                          , Sweeper Keeper          , Support   , GK       ,11,13,9,13,13,14,13,14,14,12,13,7,3,13,13,3,9,2,9,1,9,16,8,10,13,12,1,3,2,12,3,15,11,9,2,13,13,16,14,13,12,1,12,9,13,9,14
67184263, Wnt , V铆ctor Camarasa                       , 28/5/1994 (28 years old)  , ESP , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," DM, M/AM (C)                   ", 183 cm , 76 kg  ,28, 鈧?.6M           ," 鈧?6,000 p/m    ",200,13,      ,0, -        , Creative     , -                          , Central Midfielder      , Attack    , M (C)    ,11,2,8,13,13,10,10,2,1,12,12,12,10,12,14,13,1,11,15,14,13,1,11,11,2,12,14,6,11,12,13,1,12,14,10,11,4,2,2,15,14,12,14,14,1,13,13
67183918,     , 脕lex Remiro                           , 24/3/1995 (27 years old)  , ESP , Spanish First Division                             , Real San Sebasti谩n               , Spain (First Division)               , Right          , Very Strong   , Reasonable    , GK                             , 192 cm , 80 kg  ,27, 鈧?8M - 鈧?7M     ," 鈧?83,000 p/m   ",221, -      ,      ,0, -        , Distributor  , -                          , Sweeper Keeper          , Support   , GK       ,13,14,7,14,12,12,12,15,13,12,12,6,3,13,12,3,8,2,11,5,9,15,3,15,15,12,3,2,2,13,3,13,13,17,2,13,11,16,14,11,12,1,13,16,13,12,13
67192475,     , Yeray                                 , 24/1/1995 (27 years old)  , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 182 cm , 79 kg  ,27, 鈧?0M - 鈧?8M     ," 鈧?2,000 p/m    ",229,2,      ,0,2, Intelligent  , -                          , Ball Playing Defender   , Defend    , D (C)    ,13,1,13,12,14,12,16,3,3,14,15,7,12,14,14,9,3,7,11,8,8,2,15,13,3,13,9,8,15,12,7,2,12,13,6,14,2,3,3,13,13,15,15,11,1,11,14
67256618, Wnt , Dani Vivian                           , 5/7/1999 (22 years old)   , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (C), DM                      ", 183 cm , 83 kg  ,22, 鈧?5M - 鈧?2M     ," 鈧?2,000 p/m    ",147,8,      ,0, -        , Leader       , -                          , Ball Playing Defender   , Defend    , D (C)    ,14,1,13,13,12,9,15,2,1,15,13,8,8,13,15,10,3,9,12,8,7,1,15,13,2,14,7,14,14,13,8,2,15,13,7,14,2,1,1,14,13,14,14,13,2,11,14
15040452,     , Awer Mabil                            , 15/9/1995 (26 years old)  , AUS , Spanish First Division                             , C谩diz                            , Spain (First Division)               , Right          , Very Strong   , Reasonable    , M/AM (RL)                      , 179 cm , 65 kg  ,26, 鈧?50K - 鈧?.6M   ," 鈧?9,000 p/m    ",235,32, Main ,28, -        , Technical    , -                          , Inverted Winger         , Attack    , AM (L)   ,18,1,9,17,11,13,8,1,2,9,8,9,11,7,13,15,1,10,13,15,8,2,6,8,1,7,10,4,4,10,12,1,17,12,8,6,2,3,1,12,7,4,7,14,2,10,13
14129337,     , Nahuel Molina                         , 6/4/1998 (24 years old)   , ARG , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D/WB/M (R)                     , 175 cm , 70 kg  ,24, 鈧?0M - 鈧?6M     ," 鈧?5,000 p/m    ",111,11, Main ,17,7, Technical    , -                          , Wing-Back               , Attack    , D (R)    ,15,1,10,14,12,12,13,1,3,11,13,14,14,12,14,13,3,11,13,12,12,3,8,8,3,8,12,13,11,15,13,1,15,14,6,12,2,3,2,13,12,13,12,14,2,13,15
62038612,     , Marko Dmitrovi膰                       , 24/1/1992 (30 years old)  , SRB , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Left           , Reasonable    , Very Strong   , GK                             , 190 cm , 81 kg  ,30, 鈧?.2M - 鈧?.2M   ," 鈧?3,000 p/m    ",232,1, Main ,19,18, Distributor  , -                          , Goalkeeper              , Defend    , GK       ,10,15,9,13,13,12,14,14,14,13,15,3,10,14,12,8,8,5,8,6,7,14,9,14,16,10,10,10,8,11,9,13,11,3,10,14,10,15,9,12,11,8,11,7,15,8,12
67071183,     , Sergi G贸mez                           , 28/3/1992 (30 years old)  , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 183 cm , 75 kg  ,30, 鈧?.2M - 鈧?0M    ," 鈧?0,500 p/m    ",286,6,      ,0,39, Technical    , -                          , Ball Playing Defender   , Defend    , D (C)    ,12,1,10,10,14,11,13,3,2,13,13,6,9,13,7,10,3,8,12,7,7,3,14,13,3,14,9,12,14,13,8,1,15,14,9,16,3,3,3,13,14,15,15,14,2,14,14
67054783,     , Aitor Fern谩ndez                       , 3/5/1991 (31 years old)   , ESP , Spanish First Division                             , Atl茅tico Pamplona                , Spain (First Division)               , Right          , Very Strong   , Reasonable    , GK                             , 182 cm , 78 kg  ,31, Not for Sale    ," 鈧?10,000 p/m   ",359, -      ,      ,0, -        , Shot Stopper , -                          , Sweeper Keeper          , Defend    , GK       ,12,13,12,14,14,12,12,13,14,13,14,3,2,14,14,3,5,2,10,1,2,13,9,12,13,9,2,2,1,14,2,15,11,11,2,13,8,16,14,12,10,3,14,10,13,9,12
67246951,     , 脕lvaro Fern谩ndez                      , 13/4/1998 (24 years old)  , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Right          , Very Strong   , Reasonable    , GK                             , 185 cm , 75 kg  ,24, 鈧?50K - 鈧?.6M   ," 鈧?4,000 p/m    ",125, -      ,      ,1,10, Assertive    , -                          , Sweeper Keeper          , Support   , GK       ,11,13,12,13,13,11,13,13,13,12,13,4,2,14,15,2,8,2,11,7,7,14,1,13,12,8,3,2,1,15,8,14,11,10,3,12,7,15,14,12,12,1,12,9,13,11,13
14011214,     , Federico Fern谩ndez                    , 21/2/1989 (33 years old)  , ARG , Spanish First Division                             , Elche                            , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 190 cm , 83 kg  ,33, 鈧?10K - 鈧?.1M   ," 鈧?26,000 p/m   ",317,9,      ,32,2, Physical     , -                          , Central Defender        , Defend    , D (C)    ,10,3,11,9,14,13,15,2,3,14,12,5,6,14,11,8,1,7,11,10,4,2,15,15,3,10,5,8,14,13,10,3,11,11,5,15,2,1,4,13,15,15,15,9,3,10,15
67213011,     , Carles Ale帽谩                          , 5/1/1998 (24 years old)   , ESP , Spanish First Division                             , Getafe                           , Spain (First Division)               , Left           , Reasonable    , Very Strong   , M/AM (C)                       , 180 cm , 73 kg  ,24, 鈧?.8M - 鈧?.4M   ," 鈧?33,000 p/m   ",170,21,      ,0,3, Creative     , -                          , Advanced Playmaker      , Support   , M (C)    ,12,2,10,12,14,12,11,3,2,14,12,14,13,14,13,15,2,12,17,18,13,1,7,10,2,11,12,8,5,14,14,2,13,17,14,9,2,3,2,12,11,7,13,17,4,16,12
24039943,     , Ivo Grbi膰                             , 18/1/1996 (26 years old)  , CRO , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , GK                             , 196 cm , 83 kg  ,26, 鈧?M - 鈧?.4M     ," 鈧?4,500 p/m    ",150, -      , Main ,2,5, Shot Stopper , -                          , Sweeper Keeper          , Defend    , GK       ,12,15,11,12,16,13,13,17,12,14,14,3,2,11,14,2,7,3,6,3,5,13,8,17,11,12,3,1,1,12,3,14,11,10,5,16,12,14,11,12,16,1,12,6,11,6,10
67154683,     , Adri谩n Embarba                        , 7/5/1992 (30 years old)   , ESP , Spanish First Division                             , Almer铆a                          , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , M/AM (RL)                      , 173 cm , 64 kg  ,30, 鈧?.2M - 鈧?1.5M  ," 鈧?3,500 p/m    ",275,58,      ,0, -        , Intelligent  , -                          , Inverted Winger         , Support   , AM (L)   ,14,2,13,15,15,13,12,2,1,14,14,11,15,14,12,14,2,12,12,13,10,3,8,7,1,11,12,10,5,13,14,1,14,13,10,8,2,3,1,13,10,5,10,13,2,13,13
67055991,     , Joselu                                , 27/3/1990 (32 years old)  , ESP , Spanish First Division                             , Espanyol                         , Spain (First Division)               , Either         , Very Strong   , Strong        , ST (C)                         , 192 cm , 88 kg  ,32, Not for Sale    ," 鈧?7,000 p/m    ",392,114,      ,0,4, Intelligent  , -                          , Complete Forward        , Attack    , ST (C)   ,11,2,8,12,14,12,13,3,4,13,13,5,9,13,8,11,3,15,14,13,10,2,15,15,2,6,12,6,7,11,13,4,12,12,13,7,2,1,4,13,15,10,13,12,1,12,13
